,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
3338,Ford Figo Aspire 1.2 Ti-VCT Titanium,Kochi,2018,24237,Petrol,Manual,First,18.16,1196,86.8,5,6.7
3339,Maruti Ritz ZXi,Coimbatore,2016,22767,Petrol,Manual,First,18.5,1197,85.8,5,6.14
3340,Hyundai i20 Sportz AT 1.4,Bangalore,2012,58000,Petrol,Automatic,Second,15,1396,98.6,5,4.4
3341,Maruti Swift Dzire LDI,Pune,2017,57000,Diesel,Manual,First,26.59,1248,74,5,4.25
3342,BMW 7 Series 2007-2012 750Li,Kochi,2010,50161,Petrol,Automatic,First,8.77,4395,402,5,25.93
3343,Maruti S Cross DDiS 320 Alpha,Kolkata,2016,45000,Diesel,Manual,First,22.7,1598,118,5,7
3344,Toyota Fortuner 4x4 AT,Coimbatore,2017,68319,Diesel,Automatic,First,12.55,2982,168.5,7,25.12
3345,Hyundai EON 1.0 Magna Plus Option O,Kochi,2017,30711,Petrol,Manual,First,20.3,998,68.05,5,4.45
3346,Hyundai i20 1.4 CRDi Magna,Kolkata,2011,38277,Diesel,Manual,First,21.9,1396,90,5,2.4
3347,Volkswagen Vento Diesel Highline,Pune,2012,115000,Diesel,Manual,Second,20.54,1598,103.6,5,4.33
3348,Maruti Swift Dzire VXi AT,Coimbatore,2017,46849,Petrol,Automatic,First,18.5,1197,83.14,5,6.93
3349,Hyundai i20 Magna 1.4 CRDi,Ahmedabad,2014,64000,Diesel,Manual,First,21.9,1396,90,5,4.25
3350,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Pune,2010,130923,Diesel,Automatic,First,14.21,2143,203,5,12.5
3351,Hyundai Grand i10 Sportz,Chennai,2015,15000,Petrol,Manual,First,18.9,1197,82,5,4.9
3352,Hyundai i20 1.4 CRDi Sportz,Mumbai,2014,32720,Diesel,Manual,First,23,1396,90,5,4.5
3353,Renault KWID RXT,Jaipur,2016,12500,Petrol,Manual,First,25.17,799,53.3,5,3
3354,Hyundai Xcent 1.2 Kappa AT SX Option,Chennai,2015,59800,Petrol,Automatic,First,16.9,1197,82,5,5.8
3355,Volkswagen Vento Petrol Highline,Pune,2011,54211,Petrol,Manual,First,15.04,1598,103.6,5,3.33
3356,Chevrolet Cruze LTZ AT,Kochi,2015,62242,Diesel,Automatic,First,14.39,1998,163.7,5,6.62
3357,Nissan Terrano XL 110 PS,Mumbai,2015,54000,Diesel,Manual,Second,19.01,1461,108.5,5,5.75
3358,Hyundai Verna 1.6 SX,Hyderabad,2012,65000,Diesel,Manual,First,22.32,1582,126.32,5,6.2
3359,Maruti Celerio VXI AMT,Chennai,2015,55000,Petrol,Automatic,First,23.1,998,67.04,5,3.5
3360,Maruti Wagon R LXI,Pune,2010,71000,Petrol,Manual,First,18.9,998,67.1,5,2
3361,Hyundai i20 Magna Optional 1.4 CRDi,Chennai,2012,70000,Diesel,Manual,First,21.9,1396,88.8,5,4
3362,Audi A4 1.8 TFSI,Mumbai,2011,53000,Petrol,Automatic,First,12.3,1781,163.2,5,9.5
3363,BMW X1 sDrive20d,Mumbai,2013,43000,Diesel,Automatic,First,17.05,1995,184,5,17.5
3364,Skoda Rapid 1.6 MPI AT Elegance Plus,Mumbai,2015,54000,Petrol,Automatic,First,14.3,1598,103.52,5,6.11
3365,Hyundai i10 Magna,Ahmedabad,2014,51000,Petrol,Manual,First,20.36,1197,78.9,5,3.75
3366,Mitsubishi Pajero 2.8 GLX CRZ,Hyderabad,2007,78000,Diesel,Manual,Second,10.5,2835,107.2,6,6.2
3367,Honda City i DTEC SV,Mumbai,2014,25000,Diesel,Manual,First,26,1498,98.6,5,6.15
3368,Maruti Alto K10 2010-2014 VXI,Pune,2012,12600,Petrol,Manual,First,20.92,998,67.1,5,2.4
3369,Maruti Swift Ldi BSIII,Pune,2009,80000,Diesel,Manual,Fourth & Above,17.8,1248,75,5,2.15
3370,Hyundai Grand i10 Magna,Kolkata,2016,21000,Petrol,Manual,First,18.9,1197,82,5,3.75
3371,Ford Figo Petrol ZXI,Mumbai,2011,32000,Petrol,Manual,Second,15.6,1196,70,5,2.15
3372,Hyundai Grand i10 SportZ Edition,Bangalore,2015,50000,Petrol,Manual,First,18.9,1197,81.86,5,4.75
3373,Maruti SX4 Vxi BSIV,Mumbai,2010,47500,Petrol,Manual,First,15.5,1586,103.3,5,2.45
3374,Honda City i-VTEC VX,Mumbai,2017,7500,Petrol,Manual,First,17.4,1497,117.3,5,11.15
3375,Renault Duster 110PS Diesel RxZ AMT,Jaipur,2016,68163,Diesel,Automatic,First,19.6,1461,108.45,5,8.9
3376,Honda Amaze S i-Dtech,Ahmedabad,2014,61000,Diesel,Manual,First,25.8,1498,98.6,5,4.35
3377,Toyota Innova 2.5 Z Diesel 7 Seater,Jaipur,2015,100000,Diesel,Manual,Second,12.99,2494,100.6,7,12
3378,BMW 3 Series 320d Highline,Mumbai,2009,61500,Diesel,Automatic,Second,16.07,1995,181,5,8.5
3379,Hyundai i10 Magna 1.1 iTech SE,Kochi,2017,42883,Petrol,Manual,First,19.81,1086,68.05,5,4.27
3380,Renault Duster 85PS Diesel RxL Optional with Nav,Jaipur,2012,97000,Diesel,Manual,Second,20.45,1461,83.8,5,4.25
3381,Mitsubishi Outlander 2.4,Bangalore,2010,39525,Petrol,Automatic,First,11.3,2360,170,5,9.25
3382,Maruti Vitara Brezza LDi,Kochi,2017,35384,Diesel,Manual,First,24.3,1248,88.5,5,8.61
3383,Mercedes-Benz R-Class R350 CDI 4MATIC,Hyderabad,2010,46000,Diesel,Automatic,First,11.8,2987,261,7,28
3384,Ford EcoSport 1.5 Diesel Titanium,Coimbatore,2018,32189,Diesel,Manual,First,23,1498,98.96,5,9.25
3385,Hyundai Verna 1.6 CRDI AT SX Option,Chennai,2016,27000,Diesel,Automatic,First,19.08,1582,126.2,5,8.6
3386,Volkswagen Polo 1.2 MPI Highline,Coimbatore,2018,22734,Petrol,Manual,First,16.47,1198,74,5,7.53
3387,Renault Duster 110PS Diesel RxL,Mumbai,2014,58002,Diesel,Manual,First,19.64,1461,108.45,5,5.75
3388,Honda Brio S Option AT,Chennai,2012,31500,Petrol,Automatic,First,16.5,1198,86.8,5,4.15
3389,Ford Figo 2015-2019 1.2P Titanium MT,Coimbatore,2017,30933,Petrol,Manual,First,18.16,1196,86.8,5,5.84
3390,Audi A6 2.0 TDI Design Edition,Kolkata,2012,27090,Diesel,Automatic,First,18.53,1968,187.74,5,16.5
3391,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,2015,29500,Diesel,Automatic,First,15.97,2993,258,7,43
3392,Hyundai i10 Sportz Option,Pune,2013,45000,Petrol,Manual,First,20.36,1197,78.9,5,3.55
3393,Hyundai i20 1.2 Asta Option,Hyderabad,2018,11691,Petrol,Manual,First,18.6,1197,81.83,5,8.9
3394,Skoda Octavia L and K 1.9 TDI MT,Hyderabad,2006,121000,Diesel,Manual,Second,16.4,1896,90,5,2.5
3395,Hyundai Verna Transform SX VGT CRDi,Hyderabad,2010,118077,Diesel,Manual,First,16.2,1493,110,5,3.85
3396,Hyundai Verna 1.6 SX VTVT (O) AT,Chennai,2012,36300,Petrol,Automatic,Third,17.1,1591,121.4,5,7.5
3397,Hyundai Getz GVS,Mumbai,2005,90000,Petrol,Manual,Second,15.3,1341,61,5,1.8
3398,Ford Figo Diesel EXI,Chennai,2010,78000,Diesel,Manual,First,20,1399,68,5,2.25
3399,Audi A6 2011-2015 35 TDI Technology,Mumbai,2015,42000,Diesel,Automatic,First,17.68,1968,174.33,5,24.25
3400,Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,27000,Petrol,Manual,First,16.47,1198,74,5,4.35
3401,BMW X1 sDrive20d,Kolkata,2012,22000,Diesel,Automatic,First,17.05,1995,184,5,11.5
3402,Honda City i VTEC SV,Kolkata,2014,49000,Petrol,Manual,First,17.4,1497,117.3,5,4.75
3403,Hyundai i20 Sportz Option Diesel,Hyderabad,2012,42600,Diesel,Manual,First,23,1396,90,5,4.99
3404,Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2018,12794,Petrol,Automatic,First,19,1199,88.7,5,9.15
3405,Maruti Swift 1.3 VXi,Jaipur,2006,125000,Petrol,Manual,Fourth & Above,16.1,NA,,NA,2.35
3406,Honda CR-V 2.4 AT,Hyderabad,2014,88046,Petrol,Automatic,First,10.1,2354,152,5,13.99
3407,Mercedes-Benz A Class A180 CDI,Bangalore,2014,8000,Diesel,Automatic,Second,20,2143,107.3,5,19.75
3408,Mahindra XUV500 AT W10 AWD,Coimbatore,2018,82739,Diesel,Automatic,First,16,2179,140,7,16.77
3409,Mahindra Bolero SLX 2WD,Bangalore,2006,193000,Diesel,Manual,Third,13.6,2523,63,7,2.5
3410,Renault Scala RxL AT,Mumbai,2013,7000,Petrol,Automatic,First,17.97,1498,99.6,5,3.65
3411,Land Rover Freelander 2 HSE SD4,Ahmedabad,2012,60000,Diesel,Automatic,Second,12.35,2179,187.74,5,23.5
3412,Maruti Alto 800 VXI,Pune,2017,38000,Petrol,Manual,First,22.74,796,47.3,5,3.11
3413,Toyota Etios G,Kochi,2013,56344,Petrol,Manual,First,17.6,1496,88.73,5,4.57
3414,Hyundai i20 Sportz Option,Mumbai,2014,17858,Petrol,Manual,First,17,1197,80,5,5.32
3415,Hyundai i10 Sportz,Hyderabad,2012,53000,Petrol,Manual,First,20.36,1197,78.9,5,3.2
3416,Maruti Swift VDI BSIV,Kochi,2016,67906,Diesel,Manual,First,25.2,1248,74,5,5.63
3417,Hyundai EON Magna Plus,Hyderabad,2015,19000,Petrol,Manual,First,21.1,814,55.2,5,3
3418,BMW 3 Series 320d,Mumbai,2010,67000,Diesel,Automatic,Second,22.69,1995,190,5,9.25
3419,Tata Indigo XL Classic Dicor,Delhi,2011,80000,Diesel,Manual,First,23.57,1396,70,5,1.2
3420,Maruti Alto 800 LXI,Delhi,2015,61000,Petrol,Manual,First,22.74,796,47.3,5,2.15
3421,Volkswagen Polo Diesel Highline 1.2L,Pune,2010,39000,Diesel,Manual,First,22.07,1199,73.9,5,3.05
3422,Toyota Corolla Altis VL AT,Ahmedabad,2014,59000,Petrol,Automatic,First,14.28,1798,138.03,5,11.5
3423,Hyundai Santro Xing GLS,Hyderabad,2008,80931,Petrol,Manual,First,17.92,1086,62.1,5,2.3
3424,Maruti Swift ZXI,Kolkata,2016,34000,Petrol,Manual,First,20.4,1197,81.8,5,4.95
3425,Renault Scala Diesel RxL,Hyderabad,2013,130000,Diesel,Manual,First,21.64,1461,84.8,5,4.75
3426,Maruti Vitara Brezza ZDi Plus,Coimbatore,2018,52380,Diesel,Manual,First,24.3,1248,88.5,5,10.15
3427,Nissan Micra XV,Kolkata,2011,44000,Petrol,Manual,First,18.06,1198,75,5,2.65
3428,Ford Figo Diesel EXI,Hyderabad,2015,84000,Diesel,Manual,First,20,1399,68.05,5,3.8
3429,Honda CR-V 2.0 AT,Kochi,2017,41697,Petrol,Automatic,First,13.1,1997,141.1,5,16.68
3430,Nissan Terrano XV 110 PS,Pune,2014,163000,Diesel,Manual,First,19.01,1461,108.5,5,5
3431,Toyota Etios Liva 1.2 G,Chennai,2011,42000,Petrol,Manual,Second,17.71,1197,78.9,5,3.75
3432,Hyundai i20 Asta 1.4 CRDi,Jaipur,2013,129000,Diesel,Manual,Third,21.27,1396,88.76,5,4.11
3433,Ford Figo Aspire 1.2 Ti-VCT Ambiente,Chennai,2015,32200,Petrol,Manual,Second,18.16,1196,86.8,5,4.25
3434,Mitsubishi Pajero 2.8 GLX CRZ,Mumbai,2004,129000,Diesel,Manual,First,10.5,2835,107.2,6,3.45
3435,Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2014,40000,Diesel,Automatic,First,17.11,1968,174.33,5,22.5
3436,Toyota Innova 2.0 E,Delhi,2006,150000,Petrol,Manual,First,12.4,1998,132,8,4.5
3437,Chevrolet Aveo U-VA 1.2 LS,Jaipur,2007,140000,Petrol,Manual,First,15.26,1150,74.9,5,0.9
3438,Hyundai Getz GLS,Hyderabad,2006,63181,Petrol,Manual,First,15.3,1341,83,5,1.85
3439,Honda Amaze S i-Dtech,Kolkata,2013,39575,Diesel,Manual,First,25.8,1498,98.6,5,3.25
3440,Maruti Swift VDI BSIV W ABS,Pune,2010,63600,Diesel,Manual,Second,17.8,1248,null  ,5,3.1
3441,Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,2014,70374,Diesel,Manual,First,22.7,1498,89.84,5,7.34
3442,Volkswagen CrossPolo 1.5 TDI,Kolkata,2015,26256,Diesel,Manual,First,20.14,1498,88.5,5,4.25
3443,Hyundai Elite i20 Petrol Sportz,Delhi,2016,13460,Petrol,Manual,First,18.6,1197,81.86,5,6.45
3444,Toyota Innova 2.5 V Diesel 8-seater,Chennai,2011,122000,Diesel,Manual,Second,12.8,2494,102,8,10.75
3445,Mercedes-Benz M-Class ML 250 CDI,Kolkata,2015,58589,Diesel,Automatic,First,15.26,2143,203.2,5,27.75
3446,Maruti Wagon R LX BSIII,Jaipur,2005,115000,Petrol,Manual,Second,17.3,1061,64,5,0.99
3447,Ford Endeavour 2.2 Trend AT 4X2,Pune,2016,75000,Diesel,Automatic,First,12.62,2198,158,7,24
3448,Hyundai Elite i20 Petrol Sportz,Jaipur,2016,30292,Petrol,Manual,First,18.6,1197,81.86,5,6.1
3449,Honda WRV i-VTEC VX,Ahmedabad,2017,32248,Petrol,Manual,First,17.5,1199,88.7,5,8.25
3450,Volkswagen Polo Petrol Highline 1.2L,Bangalore,2013,74000,Petrol,Manual,First,16.47,1198,73.9,5,4.65
3451,Honda CR-V 2.0L 2WD MT,Mumbai,2014,56100,Petrol,Manual,First,13.7,1997,153.86,5,9.75
3452,Hyundai Grand i10 1.2 Kappa Asta,Bangalore,2014,61325,Petrol,Manual,First,18.9,1197,81.86,5,4.4
3453,Maruti Swift Dzire VXI,Kolkata,2014,33000,Petrol,Manual,First,19.1,1197,85.8,5,3.99
3454,BMW 5 Series 2003-2012 530d,Coimbatore,2016,18090,Diesel,Automatic,First,16.2,2993,258,5,45.73
3455,Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2014,71390,Diesel,Manual,First,22.7,1498,89.84,5,5.27
3456,Maruti Wagon R LXI CNG,Mumbai,2014,41000,CNG,Manual,First,26.2,998,58.2,5,3.5
3457,Honda City i DTec V,Ahmedabad,2016,67000,Diesel,Manual,First,26,1498,98.6,5,7.25
3458,Tata Indigo LS,Chennai,2008,99000,Diesel,Manual,Second,17,1405,70,5,1.6
3459,Renault Duster 110PS Diesel RxL,Pune,2014,142000,Diesel,Manual,Second,19.01,1461,108.45,5,6
3460,Hyundai i10 Sportz,Chennai,2010,26966,Petrol,Manual,First,20.36,1197,78.9,5,3
3461,Honda Jazz 1.2 SV i VTEC,Mumbai,2015,27628,Petrol,Manual,First,18.7,1199,88.7,5,4.95
3462,Maruti SX4 S Cross DDiS 200 Zeta,Hyderabad,2016,82497,Diesel,Manual,First,23.65,1248,88.5,5,8.99
3463,Honda Accord VTi-L MT,Mumbai,2007,86000,Petrol,Manual,Third,11.9,2354,144,5,1.85
3464,Volkswagen Polo Petrol Comfortline 1.2L,Coimbatore,2016,26981,Petrol,Manual,First,16.47,1198,73.9,5,6.16
3465,Maruti Ritz VDi,Hyderabad,2010,110471,Diesel,Manual,First,21.1,1248,73.9,5,3.5
3466,Honda Amaze S Petrol,Jaipur,2014,69000,Petrol,Manual,First,19.5,1199,88.76,5,4.5
3467,Hyundai i20 1.2 Asta Option,Hyderabad,2017,12000,Petrol,Manual,First,18.6,1197,81.83,5,7.75
3468,Renault Duster 85PS Diesel RxL,Hyderabad,2014,77500,Diesel,Manual,First,20.45,1461,83.8,5,6.6
3469,Hyundai Grand i10 Magna,Kochi,2014,48031,Petrol,Manual,First,18.9,1197,82,5,4.98
3470,BMW 3 Series 320d Highline,Chennai,2008,170000,Diesel,Automatic,Third,16.07,1995,181,5,9.75
3471,Ford Ecosport 1.5 DV5 MT Trend,Mumbai,2014,69565,Diesel,Manual,First,22.7,1498,89.84,5,5.55
3472,Volkswagen Vento 1.5 TDI Highline AT,Hyderabad,2016,45492,Diesel,Automatic,First,21.5,1498,108.5,5,10.3
3473,Honda Accord 2.4 AT,Chennai,2011,85000,Petrol,Automatic,Second,11.7,2354,177.6,5,7.5
3474,Chevrolet Aveo 1.4,Hyderabad,2008,55902,Petrol,Manual,First,14.49,1399,92.7,5,1.8
3475,Volkswagen Polo 1.2 MPI Highline Plus,Hyderabad,2017,18500,Petrol,Manual,First,16.2,1199,74,5,6.25
3476,Mahindra Xylo D4 BS III,Hyderabad,2015,129750,Diesel,Manual,Second,14.95,2489,93.7,7,6.8
3477,Hyundai i10 Magna AT,Hyderabad,2009,50902,Petrol,Automatic,First,19.2,1197,80,5,3
3478,Mahindra XUV500 W8 4WD,Coimbatore,2015,84725,Diesel,Manual,First,15.1,2179,140,7,11.6
3479,Hyundai Elantra CRDi SX,Mumbai,2013,40000,Diesel,Manual,Second,22.7,1582,126.24,5,6.95
3480,Volkswagen Passat 1.8 TSI MT,Mumbai,2010,60000,Petrol,Manual,Third,14.3,1798,160,5,3.5
3481,Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2014,33496,Petrol,Manual,First,18.9,1197,81.86,5,5.5
3482,Hyundai i20 Asta Option 1.2,Mumbai,2015,25000,Petrol,Manual,First,18.6,1197,81.83,5,5.65
3483,Chevrolet Enjoy TCDi LS 8 Seater,Ahmedabad,2013,71000,Diesel,Manual,First,18.2,1248,73.8,8,3.25
3484,Skoda Rapid 1.6 MPI AT Ambition Plus Alloy,Coimbatore,2015,20826,Petrol,Automatic,First,14.3,1598,103.6,5,7.72
3485,Hyundai Creta 1.6 CRDi SX,Pune,2016,42244,Diesel,Manual,First,19.67,1582,126.2,5,12
3486,Chevrolet Beat Diesel PS,Jaipur,2013,98598,Diesel,Manual,First,25.44,936,57.6,5,1.55
3487,Toyota Fortuner 3.0 Diesel,Delhi,2011,62100,Diesel,Manual,First,11.5,2982,171,7,10.75
3488,Hyundai i20 Sportz Option 1.2,Coimbatore,2016,44238,Petrol,Manual,First,18.6,1197,81.83,5,6.72
3489,Audi Q7 3.0 TDI quattro,Coimbatore,2012,91743,Diesel,Automatic,First,12.07,2967,241.4,7,28.55
3490,Porsche Panamera Diesel,Bangalore,2013,19828,Diesel,Automatic,Second,17.85,2967,300,4,75
3491,Honda City i VTEC VX,Hyderabad,2016,36891,Petrol,Manual,First,17.8,1497,117.3,5,10.49
3492,Mahindra Quanto C4,Hyderabad,2012,90049,Diesel,Manual,First,17.21,1493,100,7,3.8
3493,Audi A4 2.0 TDI Multitronic,Ahmedabad,2012,74002,Diesel,Automatic,First,16.55,1968,140,5,18.5
3494,Hyundai Sonata Transform 2.4 GDi AT,Kolkata,2013,41000,Petrol,Automatic,First,12.37,2359,198.25,5,6
3495,Hyundai Verna 1.6 SX,Hyderabad,2012,83678,Diesel,Manual,First,22.32,1582,126.32,5,5.5
3496,Maruti Wagon R LXI BS IV,Pune,2010,91000,Petrol,Manual,First,18.9,998,67.1,5,2.3
3497,Maruti Ertiga SHVS ZDI Plus,Jaipur,2016,50000,Diesel,Manual,First,24.52,1248,88.5,7,8.7
3498,Hyundai Xcent 1.1 CRDi S Option,Delhi,2015,58000,Diesel,Manual,First,24.4,1120,71.01,5,4.95
3499,Maruti Swift VDI,Jaipur,2012,80000,Diesel,Manual,First,22.9,1248,74,5,4.25
3500,Mahindra XUV500 W6 2WD,Kochi,2017,41290,Diesel,Manual,Second,16,2179,140,7,10.94
3501,BMW 5 Series 520d Luxury Line,Delhi,2013,65000,Diesel,Automatic,First,22.48,1995,190,5,21.26
3502,Toyota Corolla Altis 1.8 G,Bangalore,2016,16471,Petrol,Manual,Second,14.28,1798,138.03,5,11.5
3503,Hyundai i20 Asta 1.4 CRDi,Pune,2015,54339,Diesel,Manual,Second,22.54,1396,88.73,5,6
3504,Mahindra KUV 100 mFALCON G80 K2,Hyderabad,2016,24025,Petrol,Manual,First,18.15,1198,82,6,4.1
3505,Maruti Alto 800 2016-2019 LXI,Kolkata,2013,24027,Petrol,Manual,First,24.7,796,47.3,5,2.01
3506,Fiat Punto EVO 1.2 Emotion,Hyderabad,2010,59270,Petrol,Manual,First,15.7,1172,67,5,2.6
3507,Maruti Wagon R VXI BS IV,Kolkata,2012,40000,Petrol,Manual,First,18.9,998,67.1,5,2.35
3508,Mitsubishi Pajero 4X4 LHD,Bangalore,2012,155566,Diesel,Manual,Second,9.5,2835,118.6,6,9.15
3509,Honda Brio EX MT,Chennai,2013,42320,Petrol,Manual,First,19.4,1198,86.8,5,2.9
3510,Hyundai i20 Asta Option 1.4 CRDi,Coimbatore,2017,24153,Diesel,Manual,Second,22.54,1396,88.73,5,9.18
3511,Hyundai Creta 1.6 SX Plus Petrol Automatic,Mumbai,2016,27000,Petrol,Automatic,First,13,1591,121.3,5,11.45
3512,Maruti Alto Green LXi (CNG),Hyderabad,2012,92000,CNG,Manual,Second,26.83,796,38.4,5,2.1
3513,Honda Amaze S i-VTEC,Kochi,2017,61795,Petrol,Manual,First,17.8,1198,86.7,5,5.53
3514,Mahindra KUV 100 mFALCON G80 K6 Plus,Chennai,2016,13500,Petrol,Manual,First,18.15,1198,82,6,3.75
3515,Honda City i-VTEC CVT VX,Pune,2018,4500,Petrol,Automatic,First,18,1497,117.3,5,12.5
3516,Mahindra XUV500 AT W10 FWD,Mumbai,2017,23000,Diesel,Automatic,First,16,2179,140,7,15.5
3517,Hyundai Santro GLS I - Euro I,Pune,2011,65400,Petrol,Manual,First,0,1086,null  ,5,2.1
3518,Mercedes-Benz New C-Class 220 CDI AT,Mumbai,2013,80578,Diesel,Automatic,Second,14.84,2143,170,5,14.5
3519,Renault Duster 110PS Diesel RxZ AMT,Coimbatore,2017,42646,Diesel,Automatic,First,19.6,1461,108.45,5,12.46
3520,Volkswagen Polo 1.2 MPI Comfortline,Bangalore,2014,30000,Petrol,Manual,Second,16.47,1198,74,5,5.25
3521,BMW 5 Series 520d Sedan,Delhi,2012,90000,Diesel,Automatic,First,18.48,NA,,NA,14.5
3522,Mercedes-Benz S Class 2005 2013 S 350 CDI,Bangalore,2009,98000,Diesel,Automatic,Second,13.5,2987,282,5,25
3523,Hyundai Santro GLS II - Euro II,Kochi,2012,66400,Petrol,Manual,First,0,NA,,NA,2.66
3524,Jaguar XJ 3.0L Premium Luxury,Hyderabad,2012,50000,Diesel,Automatic,First,12.9,2993,271.23,4,45
3525,Maruti Swift VDI,Jaipur,2015,63310,Diesel,Manual,First,28.4,1248,74,5,5.1
3526,Honda Amaze S i-Dtech,Delhi,2014,66000,Diesel,Manual,First,25.8,1498,98.6,5,3.5
3527,BMW 3 Series 320d Highline,Ahmedabad,2011,74000,Diesel,Automatic,Second,16.07,1995,181,5,12.5
3528,Hyundai Verna 1.4 EX,Hyderabad,2012,93000,Diesel,Manual,First,23.5,1396,88.7,5,5.55
3529,Toyota Fortuner 4x2 4 Speed AT,Delhi,2015,70000,Diesel,Automatic,First,11.5,2982,169,7,19.48
3530,Maruti Swift VXI,Ahmedabad,2012,48772,Petrol,Manual,First,18.6,1197,85.8,5,3.91
3531,Chevrolet Beat LS,Chennai,2010,66000,Petrol,Manual,First,18.6,1199,79.4,5,2.19
3532,Hyundai Grand i10 Asta Option AT,Coimbatore,2017,27417,Petrol,Automatic,First,18.9,1197,82,5,6.89
3533,Ford Figo Petrol ZXI,Coimbatore,2011,51593,Petrol,Manual,Second,15.6,1196,70,5,3.47
3534,Nissan Teana 230jM,Mumbai,2008,86340,Petrol,Automatic,Second,9.1,2349,null  ,5,3.25
3535,Maruti Swift VXI BSIII,Pune,2010,75000,Petrol,Manual,First,16.1,1298,88.2,5,2.85
3536,Audi A4 35 TDI Premium,Coimbatore,2016,39237,Diesel,Automatic,First,17.11,1968,174.33,5,25.64
3537,Honda City V MT,Kochi,2018,11966,Petrol,Manual,First,16.8,1497,116.3,5,10.28
3538,Honda Jazz V,Hyderabad,2015,37000,Petrol,Manual,First,18.2,1199,88.7,5,6.3
3539,Volkswagen Polo 1.5 TDI Highline,Chennai,2014,70920,Diesel,Manual,First,20.14,1498,88.8,5,4.75
3540,Nissan Terrano XL D Option,Hyderabad,2013,65280,Diesel,Manual,First,19.87,1461,83.14,5,5.8
3541,Land Rover Discovery Sport SD4 HSE Luxury 7S,Hyderabad,2016,62000,Diesel,Automatic,First,12.51,2179,187.7,7,44.5
3542,Hyundai i20 Magna Optional 1.2,Kochi,2014,44525,Petrol,Manual,First,18.5,1197,82.9,5,4.65
3543,Honda City 1.5 E MT,Jaipur,2009,86863,Petrol,Manual,First,17,1497,118,5,3.6
3544,Mahindra XUV500 W10 AWD,Hyderabad,2015,102626,Diesel,Manual,First,16,2179,140,7,12.25
3545,Jeep Compass 2.0 Limited Option 4X4,Jaipur,2017,45000,Diesel,Manual,First,16.3,1956,170,5,20
3546,Mahindra XUV500 W10 AWD,Jaipur,2017,22000,Diesel,Manual,First,16,2179,140,7,16
3547,Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,Coimbatore,2011,108905,Diesel,Automatic,Second,11.79,2179,120,8,6.21
3548,Datsun GO Plus T,Kolkata,2016,12800,Petrol,Manual,First,19.44,1198,67,7,3.25
3549,Mahindra Scorpio S6 Plus 7 Seater,Kolkata,2016,32000,Diesel,Manual,First,15.4,2179,120,7,9.75
3550,Honda Amaze S AT i-Vtech,Mumbai,2014,39000,Petrol,Automatic,First,15.5,1198,86.7,5,4.45
3551,Honda City i-DTEC ZX,Pune,2017,42000,Diesel,Manual,First,25.6,1498,98.6,5,12
3552,Tata Indigo GLE,Chennai,2008,73000,Petrol,Manual,First,14.4,1396,65,5,0.8
3553,Hyundai Grand i10 1.2 CRDi Sportz,Chennai,2018,48000,Diesel,Manual,First,24,1186,73.97,5,5.95
3554,Maruti Alto 800 2016-2019 CNG LXI,Pune,2015,18000,CNG,Manual,First,33.44,796,40.3,4,3
3555,Hyundai Verna 1.4 CX VTVT,Kolkata,2014,19000,Petrol,Manual,First,17.43,1396,105.5,5,5.25
3556,Toyota Innova Crysta 2.4 VX MT,Coimbatore,2019,33598,Diesel,Manual,First,13.68,2393,147.8,7,22.2
3557,BMW X1 sDrive20d,Jaipur,2012,63000,Diesel,Automatic,First,17.05,1995,184,5,13.5
3558,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Chennai,2015,48000,Diesel,Automatic,First,16.96,1968,138.03,5,13.5
3559,Ford Figo Diesel ZXI,Delhi,2014,66000,Diesel,Manual,First,20,1399,68.05,5,3.47
3560,Mahindra Ssangyong Rexton RX7,Ahmedabad,2013,80000,Diesel,Automatic,Second,11.18,2696,184,7,9.5
3561,Volkswagen Vento Petrol Highline,Chennai,2011,37000,Petrol,Manual,First,15.04,1598,103.6,5,4.8
3562,Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Kochi,2016,35058,Petrol,Manual,First,15,1598,103.52,5,6.54
3563,Volkswagen Polo Petrol Comfortline 1.2L,Delhi,2012,52000,Petrol,Manual,First,16.47,1198,73.9,5,3.1
3564,Maruti S Cross DDiS 200 Delta,Hyderabad,2015,61313,Diesel,Manual,First,23.65,1248,88.5,5,7.99
3565,Toyota Corolla Altis G,Kolkata,2009,45000,Petrol,Manual,Second,14.53,1798,138.1,5,3.3
3566,Maruti Ertiga ZDI,Bangalore,2015,74000,Diesel,Manual,First,20.77,1248,88.8,7,8.75
3567,Hyundai i10 Asta Sunroof AT,Hyderabad,2013,89000,Petrol,Automatic,First,19.2,1197,80,5,4.19
